recording,name,frameTime,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,F4frequency_sma3nz,F4bandwidth_sma3nz,F5frequency_sma3nz,F5bandwidth_sma3nz,Loudness_sma3_de,alphaRatio_sma3_de,hammarbergIndex_sma3_de,slope0-500_sma3_de,slope500-1500_sma3_de,spectralFlux_sma3_de,mfcc1_sma3_de,mfcc2_sma3_de,mfcc3_sma3_de,mfcc4_sma3_de,F0semitoneFrom27.5Hz_sma3nz_de,jitterLocal_sma3nz_de,shimmerLocaldB_sma3nz_de,HNRdBACF_sma3nz_de,logRelF0-H1-H2_sma3nz_de,logRelF0-H1-A3_sma3nz_de,F1frequency_sma3nz_de,F1bandwidth_sma3nz_de,F1amplitudeLogRelF0_sma3nz_de,F2frequency_sma3nz_de,F2bandwidth_sma3nz_de,F2amplitudeLogRelF0_sma3nz_de,F3frequency_sma3nz_de,F3bandwidth_sma3nz_de,F3amplitudeLogRelF0_sma3nz_de,pcm_fftMag_spectralRollOff25.0_sma_de,pcm_fftMag_spectralRollOff50.0_sma_de,pcm_fftMag_spectralRollOff75.0_sma_de,pcm_fftMag_spectralRollOff90.0_sma_de,pcm_fftMag_spectralCentroid_sma_de,pcm_fftMag_spectralEntropy_sma_de,pcm_fftMag_spectralVariance_sma_de,pcm_fftMag_spectralSkewness_sma_de,pcm_fftMag_spectralKurtosis_sma_de,pcm_fftMag_spectralSlope_sma_de,pcm_fftMag_psySharpness_sma_de,pcm_fftMag_spectralHarmonicity_sma_de,F4frequency_sma3nz_de,F4bandwidth_sma3nz_de,F5frequency_sma3nz_de,F5bandwidth_sma3nz_de,voicingFinalUnclipped,flac_file_name,speaker_id,audio_path,gender,codec,codec_q,codec_seed,attack_tag,attack_label,key
D_0000181693.wav,'unknown',2.76,0.5054694,11.82706,1.043847,0.01597691,0.01504347,0.1103734,-2.372386,-30.349,21.62179,-8.295592,NaN,NaN,NaN,NaN,NaN,NaN,903.3391,799.3499,-201.0,1925.683,1069.984,-201.0,2827.772,1012.032,-201.0,1802.083,2395.833,2968.75,3531.25,2393.623,6.138673,824998.5,0.3874428,3.944642,-0.001516154,1.549872,0.005917094,3686.643,707.5637,NaN,NaN,0.02183777,0.1575792,-2.30793,0.00635639,-0.000675081,0.007749839,1.122987,0.03396549,3.756912,0.4170212,NaN,NaN,NaN,NaN,NaN,NaN,42.4395,-27.38992,0.0,59.35737,43.49352,0.0,38.11221,37.41218,0.0,81.25,44.79163,-47.91668,-93.75,-0.1091797,-0.03996,-79753.08,-0.1377485,0.4629122,-0.0004045343,-0.0001366019,0.001166423,60.25615,-42.53136,NaN,NaN,0.6278058,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.77,0.5912554,11.78188,-1.632743,0.03711726,0.01034594,0.1379499,-0.5918493,-30.36375,23.73296,-7.328206,NaN,NaN,NaN,NaN,NaN,NaN,1103.639,786.5495,-201.0,2208.139,1052.357,-201.0,3074.943,1058.62,-201.0,1885.417,2364.583,2760.417,3270.833,2321.632,6.006218,682719.7,0.3737508,5.40751,-0.002915292,1.523689,0.009877569,3921.308,603.4122,NaN,NaN,0.01370823,0.1155748,-2.790514,0.01008057,-0.001737954,0.01283439,0.8258214,0.179324,3.213755,0.435191,NaN,NaN,NaN,NaN,NaN,NaN,52.00124,-66.12193,0.0,61.2937,15.17798,0.0,51.16558,11.9499,0.0,86.45833,10.41665,-88.54165,-167.7083,-13.9043,-0.135043,-106321.1,-0.1658712,0.93658,-0.0004096951,-0.005731761,0.001187174,71.18667,-50.10153,NaN,NaN,0.6428413,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.78,0.5950698,11.63932,-4.753492,0.05236113,0.009054625,0.1630506,0.4139551,-29.76817,27.58805,-6.37088,NaN,NaN,NaN,NaN,NaN,NaN,1094.105,662.65,-201.0,2145.492,1046.244,-201.0,3027.058,927.8508,-201.0,1958.333,2270.833,2625.0,3062.5,2265.429,5.795135,571546.6,0.1740252,6.425023,-0.003213728,1.501704,0.01078313,3930.05,477.0386,NaN,NaN,-0.03194196,0.2595326,-2.693967,0.005863174,-0.0005319691,0.003029805,0.2670359,0.7698433,2.679105,0.7363594,NaN,NaN,NaN,NaN,NaN,NaN,8.93512,-54.938,0.0,-10.89241,-6.578772,0.0,-6.928711,12.76056,0.0,102.0833,4.166699,-87.5,-183.3333,-3.115967,-0.2007978,-107795.2,-0.1411022,1.31565,0.0001258476,-0.002197623,-0.0005139461,4.211914,-7.889978,NaN,NaN,0.6076449,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.79,0.5053952,12.11606,-7.622999,0.05137272,0.009321005,0.1575793,-0.2377404,-28.60858,29.30202,-5.08469,NaN,NaN,NaN,NaN,NaN,NaN,1120.031,568.6578,-201.0,2185.696,1066.271,-201.0,3063.532,1061.306,-201.0,2093.75,2364.583,2572.917,2812.5,2306.989,5.519633,435828.9,-0.07777814,8.143336,-0.002542191,1.514151,0.008479081,3940.274,580.5456,NaN,NaN,-0.07325816,0.5500315,-1.917019,-0.003466713,0.001666552,-0.01562884,-0.573042,0.8579754,1.76915,0.6369107,NaN,NaN,NaN,NaN,NaN,NaN,-90.51365,-11.47178,0.0,-154.2887,-13.10011,0.0,-127.3183,19.01196,0.0,87.50002,31.25005,-14.58335,-90.625,33.86668,-0.1676215,-67553.69,-0.06001154,1.059284,0.0006923435,0.01264017,-0.002205801,-120.0667,64.29341,NaN,NaN,0.5751886,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.8,0.3886897,12.95763,-9.430861,0.03816505,0.01289609,0.1157078,-1.214261,-27.37737,32.23278,-5.735553,NaN,NaN,NaN,NaN,NaN,NaN,939.8184,633.6058,-201.0,1882.442,1030.133,-201.0,2798.834,1074.492,-201.0,2208.333,2416.667,2625.0,2843.75,2385.365,5.377977,409467.9,-0.09230369,9.154977,-0.001073467,1.543653,0.004046608,3698.22,679.5471,NaN,NaN,-0.07063911,0.4869179,-0.2504495,-0.007033424,0.002833196,-0.02804087,-0.7597454,0.9372956,0.3969439,0.7981209,NaN,NaN,NaN,NaN,NaN,NaN,-167.9799,115.7637,0.0,-245.9971,-44.74043,0.0,-197.6169,9.157129,0.0,37.5,43.75005,34.37498,13.54167,42.76624,-0.05066867,-4928.256,0.05570323,0.4555879,0.0007497258,0.0162856,-0.002415239,-202.9801,103.422,NaN,NaN,0.5894894,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.81,0.3281547,13.87288,-8.879155,0.02688174,0.01675797,0.08347713,-2.642951,-27.26927,30.25634,-4.461316,NaN,NaN,NaN,NaN,NaN,NaN,728.2137,743.7127,-201.0,1568.22,994.9116,-201.0,2552.464,1080.359,-201.0,2197.917,2447.917,2687.5,2927.083,2430.997,5.37669,425990.6,0.2068576,9.338952,-0.0005237054,1.565915,0.00221683,3436.889,823.625,4041.638,425.2961,-0.04388287,-0.1188433,1.995682,-0.005905959,0.003199331,-0.02557677,-0.05031798,1.061457,-0.927446,1.546505,NaN,NaN,NaN,NaN,NaN,NaN,-190.1695,209.7829,0.0,-265.7064,-62.15941,0.0,-204.9986,-31.82229,0.0,-48.95832,-21.875,32.29163,89.58333,-2.573315,0.06978245,63066.49,0.13403,-0.4659646,0.0004883207,-0.001789117,-0.001608552,-212.8268,75.9882,1204.008,132.8233,0.5546722,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.82,0.3304945,13.1955,-5.377661,0.0294395,0.01950213,0.0598973,-2.182166,-25.75134,29.09561,-2.691963,NaN,NaN,NaN,NaN,NaN,NaN,450.1139,1153.941,-201.0,1224.245,858.2212,-201.0,2294.508,964.1096,-201.0,2093.75,2447.917,2739.583,3072.917,2417.256,5.613264,551824.4,0.3102235,8.105154,-0.0004743415,1.55725,0.001838064,3166.842,872.6087,4014.78,448.0269,-0.02496348,-0.9798245,3.304352,-0.002550064,0.001723862,-0.01518446,0.9939384,1.14246,-2.213565,2.102872,NaN,NaN,NaN,NaN,NaN,NaN,-143.9151,228.487,0.0,-176.4354,-53.78543,0.0,-131.3559,-31.25565,0.0,-120.8333,-85.4167,-15.62502,82.29165,-67.08042,0.1530154,104342.6,0.1115867,-1.037846,0.0001674639,-0.03015082,-0.0006755317,-147.0796,33.88483,792.3462,86.39463,0.5350171,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.83,0.3150784,11.40291,0.3288136,0.0262057,0.02201464,0.05760065,-0.005377451,-24.11431,26.23338,1.126038,NaN,NaN,NaN,NaN,NaN,NaN,414.0359,1357.405,-201.0,1186.263,841.43,-201.0,2290.702,957.3853,-201.0,1906.25,2239.583,2677.083,3145.833,2278.177,5.750902,679983.1,0.3911081,6.338425,-0.00040015,1.498407,0.001540595,3141.829,863.9557,4012.651,440.1032,-0.03123116,-1.967271,3.236335,-0.001714807,-0.0001105489,-0.008415081,2.049224,1.730101,-3.019291,2.048288,NaN,NaN,NaN,NaN,NaN,NaN,-63.9365,141.5954,0.0,-63.56948,-23.34056,0.0,-58.85295,-12.15176,0.0,-226.0417,-164.5833,-85.41665,21.875,-146.9251,0.1593116,146612.8,0.1094243,-1.036598,9.19427e-05,-0.07072888,-0.0004385028,-71.04582,-12.00427,-15.64744,-5.959332,0.5044682,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.84,0.2704104,9.293489,2.486916,0.02575275,0.01888706,0.05272371,2.436645,-23.24256,23.17644,1.985131,NaN,NaN,NaN,NaN,NaN,NaN,377.332,1469.195,-201.0,1191.244,837.9465,-201.0,2272.935,979.7004,-201.0,1750.0,2093.75,2552.083,3145.833,2126.373,5.955948,804184.8,0.3735043,5.466009,-0.0002979248,1.426653,0.001007067,3110.352,828.8058,3976.225,424.5696,-0.0464471,-2.992687,2.504968,-0.003937183,-0.001483528,-0.006636626,2.500365,3.323667,-3.772313,1.731578,NaN,NaN,NaN,NaN,NaN,NaN,49.91328,-10.88744,0.0,89.01176,14.72653,0.0,47.9957,1.207721,0.0,-345.8333,-279.1667,-196.875,-47.91668,-239.1506,0.07553892,195158.8,0.2356075,-0.4038012,0.0001049711,-0.129921,-0.0004433257,42.47051,-49.13469,-15.94788,-9.745718,0.4660954,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.85,0.2020409,5.987526,3.370229,0.02015108,0.01651276,0.04498853,5.293762,-19.87316,18.11947,3.441575,NaN,NaN,NaN,NaN,NaN,NaN,444.9221,1294.063,-201.0,1266.873,888.3462,-201.0,2268.985,1011.805,-201.0,1239.583,1802.083,2354.167,3000.0,1841.813,6.001906,1032874.0,0.7223389,5.475534,-0.0001522003,1.277569,0.000439814,3109.905,785.5051,3982.679,407.2281,-0.04754671,-3.910197,2.293501,-0.007360646,-0.002430667,-0.008917196,2.585732,5.484824,-2.766056,1.463702,NaN,NaN,NaN,NaN,NaN,NaN,81.01304,-80.99263,0.0,137.7589,5.031928,0.0,84.56802,-20.25048,0.0,-448.9583,-396.8749,-361.4583,-128.125,-327.2039,-0.103881,205952.6,0.4277201,0.4846256,8.577788e-05,-0.1967305,-0.0003599774,84.08421,-60.33921,-805.1499,-88.90401,0.5825965,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.86,0.1547778,0.939758,5.626471,0.01278089,0.01483543,0.03302023,7.670086,-11.25358,14.291,4.808157,NaN,NaN,NaN,NaN,NaN,NaN,684.2371,1131.175,-201.0,1628.999,908.3958,-201.0,2545.345,942.9383,-201.0,697.9167,1270.833,1916.667,2906.25,1439.685,5.865456,1351173.0,1.322646,6.517593,-7.346102e-05,1.018064,0.0001718259,3395.156,666.1606,3950.027,415.7359,-0.03654604,-4.354611,3.172252,-0.01083629,-0.00253752,-0.008745978,2.276205,7.073328,-0.9068392,1.544833,NaN,NaN,NaN,NaN,NaN,NaN,119.8368,-13.24603,0.0,149.6079,11.68358,0.0,125.2207,-45.7924,0.0,-430.2083,-490.625,-522.9167,-233.3333,-379.9824,-0.3870266,134545.4,0.636363,1.606,4.742007e-05,-0.2418318,-0.0001989988,141.2186,-59.26428,-398.4026,-50.6524,0.5963507,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.87,0.1351612,-3.971205,10.22654,-0.004111608,0.01188713,0.02286641,10.30656,-2.684675,16.84582,7.033037,NaN,NaN,NaN,NaN,NaN,NaN,665.6485,1121.452,-201.0,1656.18,831.365,-201.0,2577.338,874.514,-201.0,187.5,666.6667,1187.5,2625.0,985.501,5.276742,1436252.0,2.055138,8.235761,-8.349243e-05,0.7190492,0.0001583282,3419.848,643.5823,NaN,NaN,-0.02148267,-3.83659,3.560444,-0.009631162,-0.003020413,-0.00660343,1.708816,6.562576,0.6805587,0.5525498,NaN,NaN,NaN,NaN,NaN,NaN,54.22963,83.99072,0.0,52.15477,17.27535,0.0,61.77451,-44.00514,0.0,-280.2083,-431.25,-554.1667,-332.2917,-333.8435,-0.5328317,9430.912,0.656141,2.29895,1.038839e-05,-0.2200364,-6.166387e-05,84.60999,-19.93405,NaN,NaN,0.6125351,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.88,0.12112,-7.5002,14.92002,-0.01629734,0.00851228,0.02005488,11.31127,3.529843,19.27907,7.913567,NaN,NaN,NaN,NaN,NaN,NaN,866.153,1489.27,-201.0,1744.63,924.855,-201.0,2744.863,819.384,-201.0,125.0,208.3333,520.8333,2166.667,654.6166,4.383397,1275223.0,2.88892,12.11589,-9.517838e-05,0.4967542,0.0001528158,3661.474,603.4458,3975.551,374.9217,-0.01050496,-2.601161,2.862962,-0.004699293,-0.003306964,-0.003323429,1.205364,4.860804,0.463892,-1.676617,NaN,NaN,NaN,NaN,NaN,NaN,-16.36734,146.2772,0.0,-61.53984,61.21318,0.0,-20.47993,-37.18938,0.0,-116.6667,-265.625,-401.0417,-395.8333,-218.3311,-0.4658439,-79607.75,0.5344629,2.314904,-5.811036e-06,-0.1427237,-8.171528e-06,9.459424,39.55251,5.53584,13.79669,0.6209342,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.89,0.1114564,-8.975446,16.52567,-0.01346561,0.004572264,0.01845405,12.01725,5.548008,19.02823,4.651619,NaN,NaN,NaN,NaN,NaN,NaN,625.1123,1534.969,-201.0,1469.831,966.4933,-201.0,2478.099,853.5566,-201.0,125.0,177.0833,281.25,1708.333,565.1297,4.078777,1118004.0,3.219907,14.17113,-8.939968e-05,0.438042,0.0001409997,3399.796,717.1922,NaN,NaN,6.664023e-05,-1.060311,1.390208,0.003880773,-0.002904631,-0.000381515,0.3937178,3.177363,-0.9476123,-4.868644,NaN,NaN,NaN,NaN,NaN,NaN,-76.21887,62.27197,0.0,-102.0679,94.19106,0.0,-75.04311,-43.67266,0.0,-4.166667,-95.83333,-148.9583,-153.125,-61.36265,-0.2030932,14304.29,0.2003793,0.8508684,-1.394228e-05,-0.038914,1.728908e-05,-58.52026,54.16186,NaN,NaN,0.6147465,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.9,0.1141054,-9.563927,16.79171,-0.006038569,0.001958037,0.01860926,12.84156,8.934096,15.51925,-2.384219,NaN,NaN,NaN,NaN,NaN,NaN,622.6685,1655.802,-201.0,1414.474,1146.897,-201.0,2492.565,767.47,-201.0,145.8333,187.5,364.5833,1385.417,558.215,4.135219,1112258.0,3.412576,15.12442,-9.956257e-05,0.4449487,0.0001396325,3452.479,827.1182,3977.706,484.7193,0.01168022,0.200303,0.03653526,0.007875433,-0.00241001,0.0007825108,-0.4236023,2.065195,-1.275254,-6.837413,NaN,NaN,NaN,NaN,NaN,NaN,-65.42151,-42.15385,0.0,-44.72185,43.11504,0.0,-40.86834,-58.25709,0.0,13.54167,2.083334,51.04167,245.8333,64.86546,0.04581256,198633.5,-0.1800398,-1.273981,-2.862702e-05,0.04196428,5.690539e-05,-43.32173,26.64936,404.8887,73.3951,0.6298112,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.91,0.1390017,-8.240897,16.24173,0.01016287,0.0006410907,0.02168164,11.51,10.50001,13.98766,-12.16129,NaN,NaN,NaN,NaN,NaN,NaN,406.2964,1349.546,-201.0,1310.919,1191.299,-201.0,2328.271,682.1077,-201.0,156.25,197.9167,520.8333,2250.0,726.8886,4.385365,1589256.0,2.795206,10.98584,-0.0001510117,0.5503819,0.0002513652,3231.744,802.5554,4001.531,471.8123,0.02171665,1.091457,-0.5956773,0.008973402,-0.001402418,0.001437779,-1.411001,1.103181,-0.8942944,-6.179778,NaN,NaN,NaN,NaN,NaN,NaN,9.031702,-83.74089,0.0,57.84652,-18.19495,0.0,37.72681,-55.93517,0.0,15.625,31.25,262.5,655.2084,159.9682,0.1892503,403002.7,-0.4614161,-2.822218,-3.861873e-05,0.09958823,8.844808e-05,29.60034,-38.60676,2.152295,2.127164,0.6221359,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.92,0.1657485,-6.865959,15.24467,0.01126558,-0.001572182,0.02235364,9.446881,11.37982,15.42308,-17.86704,NaN,NaN,NaN,NaN,NaN,NaN,648.4534,1371.213,-201.0,1600.477,1028.027,-201.0,2615.435,613.823,-201.0,177.0833,208.3333,656.25,3125.0,898.0645,4.459166,2032765.0,2.201072,7.338636,-0.0002075074,0.6504056,0.00038216,3528.891,694.011,3999.229,505.991,0.0268608,1.068917,-0.5649296,0.007745944,-0.001720095,0.002907791,-1.192776,-0.128856,-0.8118669,-3.570599,NaN,NaN,NaN,NaN,NaN,NaN,33.66755,-101.9847,0.0,87.97102,-79.35052,0.0,58.05249,-13.05446,0.0,11.45833,54.16667,305.2083,534.375,151.5028,0.2220948,324672.8,-0.3947326,-2.203226,-7.440835e-05,0.09621952,0.0001390633,35.78098,-58.71871,-386.2834,-57.01334,0.6332309,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.93,0.1942181,-4.867142,14.32081,0.02274932,-0.0006747158,0.02377076,6.659585,9.841053,14.60484,-18.50586,NaN,NaN,NaN,NaN,NaN,NaN,657.3784,1258.559,-201.0,1666.062,934.9537,-201.0,2605.298,650.7043,-201.0,187.5,322.9167,1447.917,4114.583,1195.046,4.863056,2672764.0,1.518579,3.952939,-0.0002285209,0.8332546,0.0004619764,3509.592,590.712,NaN,NaN,0.04678122,0.2902247,-0.1355228,0.007121765,-0.003055987,0.01716838,0.4928831,-1.629182,-2.346321,-0.7559902,NaN,NaN,NaN,NaN,NaN,NaN,6.366058,-53.19871,0.0,19.95201,-24.09327,0.0,2.222217,32.96156,0.0,9.375002,89.58333,262.5,-29.16665,64.99451,0.2078345,-2688.488,0.002624226,0.8387693,-0.0006724669,0.05453323,0.0008710177,-1.02544,-30.31724,NaN,NaN,0.6350818,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.94,0.2208012,-5.906218,14.92753,0.02639793,-0.005984536,0.03210366,9.302892,8.619297,11.15133,-17.06493,NaN,NaN,NaN,NaN,NaN,NaN,665.4653,1191.372,-201.0,1676.757,878.3176,-201.0,2644.314,717.8994,-201.0,187.5,395.8333,1427.083,3125.0,1081.651,5.006848,2193868.0,2.077226,7.624743,-0.0004328497,0.78461,0.0007296433,3492.46,639.4464,4047.054,435.5588,0.07636449,-0.6605762,0.4801322,0.005622321,-0.004229471,0.03008886,2.103893,-2.62424,-3.783213,0.7119772,NaN,NaN,NaN,NaN,NaN,NaN,-63.36672,-64.65438,0.0,-73.6779,47.37003,0.0,-93.19666,55.60432,0.0,5.208336,95.83334,18.75,-584.375,-57.99941,0.09068928,-364150.9,0.4055672,3.458899,-0.001559347,-0.01087416,0.002428485,-83.7739,-7.285932,420.7544,40.02911,0.627763,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.95,0.3453815,-7.269644,15.72269,0.03820552,-0.01243267,0.1026485,14.04641,3.734361,4.391933,-16.34229,NaN,NaN,NaN,NaN,NaN,NaN,429.6208,1173.472,-201.0,1372.539,1145.688,-201.0,2324.943,794.8773,-201.0,197.9167,552.0833,1447.917,2104.167,960.0682,5.150696,1495262.0,2.87025,15.03663,-0.003400675,0.7559459,0.004432713,3244.832,678.2515,4073.513,495.8431,0.09233899,-1.043411,0.3859101,0.003298899,-0.004431692,0.03986555,2.44198,-2.671609,-3.623112,1.565944,NaN,NaN,NaN,NaN,NaN,NaN,-60.20921,-11.6229,0.0,-57.17992,55.73093,0.0,-57.80972,44.33076,0.0,3.125001,69.79166,-201.0417,-697.9166,-119.603,-0.02003841,-485829.6,0.5387428,4.06824,-0.001988421,-0.04766649,0.003229326,-22.38618,-11.40989,818.3323,100.6485,0.6388047,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.96,0.4719893,-8.967589,16.94439,0.03164908,-0.01684056,0.133359,16.27293,1.311964,1.613471,-15.38894,NaN,NaN,NaN,NaN,NaN,NaN,445.4986,1090.484,-201.0,1378.849,1159.51,-201.0,2289.629,819.7581,-201.0,197.9167,572.9167,750.0,1208.333,725.5563,4.768792,800761.3,3.553072,19.09129,-0.006418167,0.6346892,0.01053921,3242.402,613.8116,4066.244,458.2149,0.07199864,-0.5708804,-0.2435677,0.001176377,-0.002893015,0.02462881,0.9827801,-1.723281,-2.00914,1.436242,NaN,NaN,NaN,NaN,NaN,NaN,-38.3559,11.62966,0.0,-12.1176,11.07073,0.0,-10.96064,11.92435,0.0,12.5,38.54167,-202.0833,-316.6667,-73.22569,-0.04079962,-274325.2,0.2956351,1.820679,-0.001325952,-0.02875612,0.002569637,30.51353,-33.87059,-808.5555,-87.50461,0.6350064,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.97,0.530319,-8.553513,15.24193,0.03661824,-0.01740516,0.1724708,15.38447,0.1366756,1.258215,-11.51413,NaN,NaN,NaN,NaN,NaN,NaN,466.3157,1250.889,-201.0,1529.117,1073.012,-201.0,2493.592,821.4287,-201.0,197.9167,583.3333,781.25,1583.333,775.0782,4.881892,940169.2,3.47437,18.56087,-0.007177967,0.6698826,0.01170382,3522.69,546.48,4082.067,491.9146,0.02028966,-0.2380458,-0.5869557,-1.010299e-05,-0.002261951,0.002679814,0.1984654,-0.2339067,-0.003430688,0.7659699,NaN,NaN,NaN,NaN,NaN,NaN,3.921637,58.86872,0.0,32.5454,-8.33952,0.0,44.40447,-4.760376,0.0,26.04167,-10.41666,-143.75,-42.70835,-32.58804,0.001961851,-83799.97,0.1109693,0.2649985,4.750322e-05,-0.01494198,0.0004074256,72.40401,-32.73031,-422.0612,-59.02483,0.6415024,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
D_0000181693.wav,'unknown',2.98,0.4883256,-8.118686,13.95007,0.03307346,-0.01796336,0.1203366,13.54776,1.801733,2.672491,-12.2978,NaN,NaN,NaN,NaN,NaN,NaN,455.3383,1210.812,-201.0,1537.88,970.0091,-201.0,2505.186,764.2454,-201.0,250.0,572.9167,750.0,1802.083,808.017,4.937252,1099788.0,3.253342,14.96602,-0.005173963,0.683861,0.009942275,3506.099,535.9792,NaN,NaN,0.002193728,-0.2658121,-0.1814094,-0.0005581789,-0.002266092,0.003283567,0.829188,0.4074507,0.3378558,-1.153476,NaN,NaN,NaN,NaN,NaN,NaN,20.33454,39.45533,0.0,20.84526,17.40604,0.0,23.02698,-17.35091,0.0,45.83333,-20.83334,-1.041669,-7.291687,-9.015124,0.0671071,-46944.99,0.1232377,1.30465,-0.0005350107,-0.002379692,0.001258408,35.51646,-0.2124085,NaN,NaN,0.6229907,D_0000181693,D_3609,/home/nkhaloo/Desktop/asvspoof5/audio/flac_D/D_0000181693.flac,F,-,-,-,AC1,A13,spoof
